"id","geometry","properties","type"
"c85913f5-415a-4288-907a-e7d20f0d3800","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""126.63483983258413""},{""N"":""44.353770680471854""}]}}","{}","Feature"
"6dfffed8-d7e7-48d7-8cdf-93f31c8a11f1","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-108.43227225685551""},{""N"":""43.645291700870786""}]}}","{}","Feature"
"3713e593-7e02-4222-af00-0bb988650ac4","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-84.16778711953091""},{""N"":""33.347340798435255""}]}}","{}","Feature"
"0241d08a-389a-47c8-860a-b0825ba4e064","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-51.903622048819244""},{""N"":""-1.144533540408645""}]}}","{}","Feature"
"8a82fc3a-a833-4bbf-b795-8f71604db396","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-10.78873117219905""},{""N"":""22.59939133704023""}]}}","{}","Feature"
"7c5c5c88-e97e-4064-b1d5-0e653efac856","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""157.9359155347713""},{""N"":""9.210822745206599""}]}}","{}","Feature"
"975911ae-8a58-4165-8d47-0d6b13b51ac5","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""167.9773488525757""},{""N"":""-76.932660814252""}]}}","{}","Feature"
"e2fd7cad-c065-4465-94bb-a58429224dd0","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""7.477829945140684""},{""N"":""65.21953296391288""}]}}","{}","Feature"
"eb2549ee-0f99-42a2-9a3d-702948de8a5c","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-83.30852804264421""},{""N"":""61.75138593522547""}]}}","{}","Feature"
"c0368cef-52d9-424d-8738-27d74982c760","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""157.55910952094968""},{""N"":""-41.00226305392393""}]}}","{}","Feature"
"e2a55b03-cc15-4a78-be06-21bcc27605a8","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-140.04713974009482""},{""N"":""-30.95870753298673""}]}}","{}","Feature"
"245503cf-6ca7-4a87-b3ae-5dd94b959561","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""173.33739294673467""},{""N"":""-24.46250373573026""}]}}","{}","Feature"
"34e204f2-f3df-4194-adef-dd2b37ea6df3","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-129.86147382172769""},{""N"":""-36.66965568656934""}]}}","{}","Feature"
"52d52225-9f36-47f7-a281-15953ea5daff","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""95.86728427350033""},{""N"":""34.30318744297793""}]}}","{}","Feature"
"76b23aa8-9bef-48f8-b2f4-22b41b59ad3e","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-143.66927281322012""},{""N"":""74.57212103889847""}]}}","{}","Feature"
"15a6546b-412c-45d5-9c78-31b140af2ffd","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-144.6512385412996""},{""N"":""-13.816285360836133""}]}}","{}","Feature"
"deba1d38-c55b-42d9-883d-9c6fbdd53630","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""-178.27805144306652""},{""N"":""-53.30336109010467""}]}}","{}","Feature"
"16616d71-2c6c-4115-bbae-07eaa16ece83","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""79.26526017925289""},{""N"":""-1.3975498285313108""}]}}","{}","Feature"
"c6d82b0f-b12e-4858-b9ac-da061454e2d2","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""78.46939811278497""},{""N"":""-50.74572478890499""}]}}","{}","Feature"
"0ba5f830-4b13-48f9-bc1a-8373174b3145","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""118.05012509328742""},{""N"":""-29.964289173413476""}]}}","{}","Feature"
"30d4ed4e-45e4-44e5-b16c-0e69e2586af4","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""72.17763000079594""},{""N"":""59.391799567947004""}]}}","{}","Feature"
"1a4c6ed4-128a-4755-8253-aca1d931770d","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""98.75980442534683""},{""N"":""13.008253031548378""}]}}","{}","Feature"
"cbc76cdf-baec-423a-aa25-352b5af8c166","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""107.32571766503389""},{""N"":""-69.14445024462754""}]}}","{}","Feature"
"574e3b2f-7909-4739-bc95-98430c848dc4","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""100.11184171295628""},{""N"":""78.09762267546702""}]}}","{}","Feature"
"dc911694-96ce-4b2a-90b8-f7dd9f3b4963","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""106.78447761663199""},{""N"":""61.770303202212375""}]}}","{}","Feature"
"706f6d08-1eb4-45b7-9818-c96b30e03c54","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""97.48211561567098""},{""N"":""39.43477203270625""}]}}","{}","Feature"
"5b487bfb-28dd-4744-9c63-06a213db3f80","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""137.07427979455906""},{""N"":""-31.57816214130083""}]}}","{}","Feature"
"da845b32-2b9f-48e4-98b3-596337ca130d","{""type"":{""S"":""Point""},""coordinates"":{""L"":[{""N"":""24.721556045258637""},{""N"":""-5.255177342448889""}]}}","{}","Feature"
